metric,target_metric,correlation
health_expenditure_%_of_gdp_2014,population_2018,-0.151680301
health_expenditure_%_of_gdp_2014,surface_area_(km2)_2018,-0.050956004
health_expenditure_%_of_gdp_2014,gini_index_varies_by_country,-0.128430818
health_expenditure_%_of_gdp_2014,happy_planet_index_2016,0.146320666
health_expenditure_%_of_gdp_2014,happy_planet_index_2019,0.169094003
health_expenditure_%_of_gdp_2014,human_development_index_2017,0.307287755
health_expenditure_%_of_gdp_2014,human_development_index_2021,0.334506575
health_expenditure_%_of_gdp_2014,sustainable_economic_development_assessment_(seda)_2018,0.353562014
health_expenditure_%_of_gdp_2014,gdp_growth_(annual_%)_2018,-0.152605077
health_expenditure_%_of_gdp_2014,gdp_growth_(annual_%)_2021_or_latest_year,0.127972577
health_expenditure_%_of_gdp_2014,gdp_($_usd_billions_ppp)_2018,0.022551403
health_expenditure_%_of_gdp_2014,gdp_($_usd_billions_ppp)_2019,0.022297036
health_expenditure_%_of_gdp_2014,gdp_($_usd_billions_ppp)_2020,0.01851644
health_expenditure_%_of_gdp_2014,gdp_($_usd_billions_ppp)_2021,0.059670101
health_expenditure_%_of_gdp_2014,gdp_per_capita_in_$_(ppp)_2018,0.221955386
health_expenditure_%_of_gdp_2014,gdp_per_capita_in_$_(ppp)_2019,0.2213469
health_expenditure_%_of_gdp_2014,gdp_per_capita_in_$_(ppp)_2020,0.223486577
health_expenditure_%_of_gdp_2014,gdp_per_capita_in_$_(ppp)_2021,0.259173748
health_expenditure_%_of_gdp_2014,economic_growth_2018,-0.167321288
health_expenditure_%_of_gdp_2014,economic_growth_2021_or_latest,0.129812734
health_expenditure_%_of_gdp_2014,health_expenditure_%_of_gdp_2014,1
health_expenditure_%_of_gdp_2014,health_expenditure_%_of_gdp_2015,0.951640677
health_expenditure_%_of_gdp_2014,health_expenditure_%_of_gdp_2016,0.904448301
health_expenditure_%_of_gdp_2014,health_expenditure_%_of_gdp_2017,0.863841682
health_expenditure_%_of_gdp_2014,health_expenditure_%_of_gdp_2018,0.867694729
health_expenditure_%_of_gdp_2014,health_expenditure_%_of_gdp_2019,0.821462419
health_expenditure_%_of_gdp_2014,health_expenditure_%_of_gdp_2020,0.710032724
health_expenditure_%_of_gdp_2014,health_expenditure_%_of_gdp_2021,0.950549451
health_expenditure_%_of_gdp_2014,health_expenditure_%_of_gdp_2021_or_latest,0.813615298
health_expenditure_%_of_gdp_2014,health_expenditure_per_person_2015,0.322918418
health_expenditure_%_of_gdp_2014,health_expenditure_per_person_2018,0.389618324
health_expenditure_%_of_gdp_2014,health_expenditure_per_person_2019,0.379459504
health_expenditure_%_of_gdp_2014,infant_mortality_2020,-0.080180781
health_expenditure_%_of_gdp_2014,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",-0.344080001
health_expenditure_%_of_gdp_2014,education_expenditure_%_of_gdp_2014,0.954524144
health_expenditure_%_of_gdp_2014,education_expenditure_%_of_gdp_2018,0.854355778
health_expenditure_%_of_gdp_2014,education_expenditure_%_of_gdp_2021_or_latest_year,0.787744705
health_expenditure_%_of_gdp_2014,education_as_%_of_gdp_2018,0.862809917
health_expenditure_%_of_gdp_2014,education_as_%_of_gdp_2021_or_latest,0.79808291
health_expenditure_%_of_gdp_2014,%_of_primary_school_aged_kids_out_of_school_2018,-0.236706457
health_expenditure_%_of_gdp_2014,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,-0.286449864
health_expenditure_%_of_gdp_2014,unemployment_(%)_2018,0.16525735
health_expenditure_%_of_gdp_2014,unemployment_(%)_2021,0.024471627
health_expenditure_%_of_gdp_2014,%_of_population_in_extreme_poverty_latest_year,-0.232322644
health_expenditure_%_of_gdp_2014,%_of_population_with_access_to_electricity_2020,0.208612241
health_expenditure_%_of_gdp_2014,political_rights_score__2018,0.457434192
health_expenditure_%_of_gdp_2014,political_rights_score__2022,0.473973288
health_expenditure_%_of_gdp_2014,civil_liberties_score__2018,0.462727405
health_expenditure_%_of_gdp_2014,civil_liberties_score__2022,0.475150983
health_expenditure_%_of_gdp_2014,political_stability_&_absence_of_violence_2017,0.34882474
health_expenditure_%_of_gdp_2014,political_stability_&_absence_of_violence_2021,0.356051821
health_expenditure_%_of_gdp_2014,government_effectiveness_2017,0.339829118
health_expenditure_%_of_gdp_2014,government_effectiveness_2021,0.318205963
health_expenditure_%_of_gdp_2014,regulatory_quality_2017,0.280880131
health_expenditure_%_of_gdp_2014,regulatory_quality_2021,0.302904026
health_expenditure_%_of_gdp_2014,rule_of_law_2017,0.356748372
health_expenditure_%_of_gdp_2014,rule_of_law_2021,0.343094054
health_expenditure_%_of_gdp_2014,control_of_corruption_2017,0.417574443
health_expenditure_%_of_gdp_2014,control_of_corruption_2021,0.384969887
health_expenditure_%_of_gdp_2014,judicial_effectiveness_score_2018,0.283173902
health_expenditure_%_of_gdp_2014,judicial_effectiveness_score_2022,0.448486982
health_expenditure_%_of_gdp_2014,government_integrity_score_2018,0.290479109
health_expenditure_%_of_gdp_2014,government_integrity_score_2022,0.404614916
health_expenditure_%_of_gdp_2014,overall_economic_freedom_score_2017,0.128332764
health_expenditure_%_of_gdp_2014,overall_economic_freedom_score_2022,0.222923056
health_expenditure_%_of_gdp_2014,financial_freedom_score_2018,0.164274892
health_expenditure_%_of_gdp_2014,financial_freedom_score_2022,0.155246178
health_expenditure_%_of_gdp_2014,government_expenditure_(%_of_gdp)_2018,0.594962296
health_expenditure_%_of_gdp_2014,co2e_emissions_per_capita_2019,0.224818265
health_expenditure_%_of_gdp_2014,share_of_electricity_from_renewables_generation_2015,0.094005861
health_expenditure_%_of_gdp_2014,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.138467616
health_expenditure_%_of_gdp_2014,%_of_seats_held_by_women_in_national_parliaments_2017,0.375590816
health_expenditure_%_of_gdp_2014,%_of_seats_held_by_women_in_national_parliaments_2018,0.421732139
health_expenditure_%_of_gdp_2014,%_of_seats_held_by_women_in_national_parliaments_2021,0.409218331
health_expenditure_%_of_gdp_2014,military_spending_as_%_of_gdp_2021,-0.084096118
health_expenditure_%_of_gdp_2014,military_spending_as_%_of_gdp_2019,-0.131899312
health_expenditure_%_of_gdp_2015,population_2018,-0.13841575
health_expenditure_%_of_gdp_2015,surface_area_(km2)_2018,-0.044948506
health_expenditure_%_of_gdp_2015,gini_index_varies_by_country,-0.104492974
health_expenditure_%_of_gdp_2015,happy_planet_index_2016,0.131298928
health_expenditure_%_of_gdp_2015,happy_planet_index_2019,0.140900883
health_expenditure_%_of_gdp_2015,human_development_index_2017,0.279655893
health_expenditure_%_of_gdp_2015,human_development_index_2021,0.310417744
health_expenditure_%_of_gdp_2015,sustainable_economic_development_assessment_(seda)_2018,0.32515996
health_expenditure_%_of_gdp_2015,gdp_growth_(annual_%)_2018,-0.129466717
health_expenditure_%_of_gdp_2015,gdp_growth_(annual_%)_2021_or_latest_year,0.08573449
health_expenditure_%_of_gdp_2015,gdp_($_usd_billions_ppp)_2018,0.023496122
health_expenditure_%_of_gdp_2015,gdp_($_usd_billions_ppp)_2019,0.025138336
health_expenditure_%_of_gdp_2015,gdp_($_usd_billions_ppp)_2020,0.018606655
health_expenditure_%_of_gdp_2015,gdp_($_usd_billions_ppp)_2021,0.063677338
health_expenditure_%_of_gdp_2015,gdp_per_capita_in_$_(ppp)_2018,0.221924102
health_expenditure_%_of_gdp_2015,gdp_per_capita_in_$_(ppp)_2019,0.222295841
health_expenditure_%_of_gdp_2015,gdp_per_capita_in_$_(ppp)_2020,0.219518729
health_expenditure_%_of_gdp_2015,gdp_per_capita_in_$_(ppp)_2021,0.248963819
health_expenditure_%_of_gdp_2015,economic_growth_2018,-0.150750872
health_expenditure_%_of_gdp_2015,economic_growth_2021_or_latest,0.090271777
health_expenditure_%_of_gdp_2015,health_expenditure_%_of_gdp_2014,0.951640677
health_expenditure_%_of_gdp_2015,health_expenditure_%_of_gdp_2015,1
health_expenditure_%_of_gdp_2015,health_expenditure_%_of_gdp_2016,0.944068989
health_expenditure_%_of_gdp_2015,health_expenditure_%_of_gdp_2017,0.897727801
health_expenditure_%_of_gdp_2015,health_expenditure_%_of_gdp_2018,0.880297977
health_expenditure_%_of_gdp_2015,health_expenditure_%_of_gdp_2019,0.854048264
health_expenditure_%_of_gdp_2015,health_expenditure_%_of_gdp_2020,0.749698189
health_expenditure_%_of_gdp_2015,health_expenditure_%_of_gdp_2021,0.945054945
health_expenditure_%_of_gdp_2015,health_expenditure_%_of_gdp_2021_or_latest,0.82880322
health_expenditure_%_of_gdp_2015,health_expenditure_per_person_2015,0.305413524
health_expenditure_%_of_gdp_2015,health_expenditure_per_person_2018,0.354191483
health_expenditure_%_of_gdp_2015,health_expenditure_per_person_2019,0.349279864
health_expenditure_%_of_gdp_2015,infant_mortality_2020,-0.110513068
health_expenditure_%_of_gdp_2015,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",-0.337945693
health_expenditure_%_of_gdp_2015,education_expenditure_%_of_gdp_2014,0.903570114
health_expenditure_%_of_gdp_2015,education_expenditure_%_of_gdp_2018,0.869233069
health_expenditure_%_of_gdp_2015,education_expenditure_%_of_gdp_2021_or_latest_year,0.794524584
health_expenditure_%_of_gdp_2015,education_as_%_of_gdp_2018,0.876002672
health_expenditure_%_of_gdp_2015,education_as_%_of_gdp_2021_or_latest,0.800627493
health_expenditure_%_of_gdp_2015,%_of_primary_school_aged_kids_out_of_school_2018,-0.23109089
health_expenditure_%_of_gdp_2015,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,-0.295016611
health_expenditure_%_of_gdp_2015,unemployment_(%)_2018,0.132048491
health_expenditure_%_of_gdp_2015,unemployment_(%)_2021,0.00050944
health_expenditure_%_of_gdp_2015,%_of_population_in_extreme_poverty_latest_year,-0.178635822
health_expenditure_%_of_gdp_2015,%_of_population_with_access_to_electricity_2020,0.189357317
health_expenditure_%_of_gdp_2015,political_rights_score__2018,0.426795277
health_expenditure_%_of_gdp_2015,political_rights_score__2022,0.448781439
health_expenditure_%_of_gdp_2015,civil_liberties_score__2018,0.432471643
health_expenditure_%_of_gdp_2015,civil_liberties_score__2022,0.448464972
health_expenditure_%_of_gdp_2015,political_stability_&_absence_of_violence_2017,0.379506248
health_expenditure_%_of_gdp_2015,political_stability_&_absence_of_violence_2021,0.395601691
health_expenditure_%_of_gdp_2015,government_effectiveness_2017,0.351937991
health_expenditure_%_of_gdp_2015,government_effectiveness_2021,0.341568926
health_expenditure_%_of_gdp_2015,regulatory_quality_2017,0.28252547
health_expenditure_%_of_gdp_2015,regulatory_quality_2021,0.310266182
health_expenditure_%_of_gdp_2015,rule_of_law_2017,0.366098158
health_expenditure_%_of_gdp_2015,rule_of_law_2021,0.366856851
health_expenditure_%_of_gdp_2015,control_of_corruption_2017,0.431106654
health_expenditure_%_of_gdp_2015,control_of_corruption_2021,0.407687417
health_expenditure_%_of_gdp_2015,judicial_effectiveness_score_2018,0.293165217
health_expenditure_%_of_gdp_2015,judicial_effectiveness_score_2022,0.43762463
health_expenditure_%_of_gdp_2015,government_integrity_score_2018,0.326639966
health_expenditure_%_of_gdp_2015,government_integrity_score_2022,0.417326802
health_expenditure_%_of_gdp_2015,overall_economic_freedom_score_2017,0.151445838
health_expenditure_%_of_gdp_2015,overall_economic_freedom_score_2022,0.209276865
health_expenditure_%_of_gdp_2015,financial_freedom_score_2018,0.177897666
health_expenditure_%_of_gdp_2015,financial_freedom_score_2022,0.168251256
health_expenditure_%_of_gdp_2015,government_expenditure_(%_of_gdp)_2018,0.55901629
health_expenditure_%_of_gdp_2015,co2e_emissions_per_capita_2019,0.237433363
health_expenditure_%_of_gdp_2015,share_of_electricity_from_renewables_generation_2015,0.077343387
health_expenditure_%_of_gdp_2015,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.115693064
health_expenditure_%_of_gdp_2015,%_of_seats_held_by_women_in_national_parliaments_2017,0.333718936
health_expenditure_%_of_gdp_2015,%_of_seats_held_by_women_in_national_parliaments_2018,0.380877253
health_expenditure_%_of_gdp_2015,%_of_seats_held_by_women_in_national_parliaments_2021,0.382253254
health_expenditure_%_of_gdp_2015,military_spending_as_%_of_gdp_2021,-0.016045195
health_expenditure_%_of_gdp_2015,military_spending_as_%_of_gdp_2019,-0.057826813
health_expenditure_%_of_gdp_2016,population_2018,-0.174474908
health_expenditure_%_of_gdp_2016,surface_area_(km2)_2018,-0.041562183
health_expenditure_%_of_gdp_2016,gini_index_varies_by_country,-0.084576986
health_expenditure_%_of_gdp_2016,happy_planet_index_2016,0.138212601
health_expenditure_%_of_gdp_2016,happy_planet_index_2019,0.134892547
health_expenditure_%_of_gdp_2016,human_development_index_2017,0.34655692
health_expenditure_%_of_gdp_2016,human_development_index_2021,0.358286585
health_expenditure_%_of_gdp_2016,sustainable_economic_development_assessment_(seda)_2018,0.367443697
health_expenditure_%_of_gdp_2016,gdp_growth_(annual_%)_2018,-0.127448378
health_expenditure_%_of_gdp_2016,gdp_growth_(annual_%)_2021_or_latest_year,0.075730299
health_expenditure_%_of_gdp_2016,gdp_($_usd_billions_ppp)_2018,0.034767008
health_expenditure_%_of_gdp_2016,gdp_($_usd_billions_ppp)_2019,0.036413643
health_expenditure_%_of_gdp_2016,gdp_($_usd_billions_ppp)_2020,0.027579458
health_expenditure_%_of_gdp_2016,gdp_($_usd_billions_ppp)_2021,0.057573658
health_expenditure_%_of_gdp_2016,gdp_per_capita_in_$_(ppp)_2018,0.274760126
health_expenditure_%_of_gdp_2016,gdp_per_capita_in_$_(ppp)_2019,0.273593853
health_expenditure_%_of_gdp_2016,gdp_per_capita_in_$_(ppp)_2020,0.273998251
health_expenditure_%_of_gdp_2016,gdp_per_capita_in_$_(ppp)_2021,0.296634991
health_expenditure_%_of_gdp_2016,economic_growth_2018,-0.193011917
health_expenditure_%_of_gdp_2016,economic_growth_2021_or_latest,0.091693687
health_expenditure_%_of_gdp_2016,health_expenditure_%_of_gdp_2014,0.904448301
health_expenditure_%_of_gdp_2016,health_expenditure_%_of_gdp_2015,0.944068989
health_expenditure_%_of_gdp_2016,health_expenditure_%_of_gdp_2016,1
health_expenditure_%_of_gdp_2016,health_expenditure_%_of_gdp_2017,0.954788657
health_expenditure_%_of_gdp_2016,health_expenditure_%_of_gdp_2018,0.913721894
health_expenditure_%_of_gdp_2016,health_expenditure_%_of_gdp_2019,0.909987632
health_expenditure_%_of_gdp_2016,health_expenditure_%_of_gdp_2020,0.8365988
health_expenditure_%_of_gdp_2016,health_expenditure_%_of_gdp_2021,0.934065934
health_expenditure_%_of_gdp_2016,health_expenditure_%_of_gdp_2021_or_latest,0.881897721
health_expenditure_%_of_gdp_2016,health_expenditure_per_person_2015,0.355266351
health_expenditure_%_of_gdp_2016,health_expenditure_per_person_2018,0.384673561
health_expenditure_%_of_gdp_2016,health_expenditure_per_person_2019,0.381681254
health_expenditure_%_of_gdp_2016,infant_mortality_2020,-0.071375841
health_expenditure_%_of_gdp_2016,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",-0.363024309
health_expenditure_%_of_gdp_2016,education_expenditure_%_of_gdp_2014,0.858156238
health_expenditure_%_of_gdp_2016,education_expenditure_%_of_gdp_2018,0.862572754
health_expenditure_%_of_gdp_2016,education_expenditure_%_of_gdp_2021_or_latest_year,0.788536346
health_expenditure_%_of_gdp_2016,education_as_%_of_gdp_2018,0.868250182
health_expenditure_%_of_gdp_2016,education_as_%_of_gdp_2021_or_latest,0.79174862
health_expenditure_%_of_gdp_2016,%_of_primary_school_aged_kids_out_of_school_2018,-0.300319298
health_expenditure_%_of_gdp_2016,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,-0.344780804
health_expenditure_%_of_gdp_2016,unemployment_(%)_2018,0.171685721
health_expenditure_%_of_gdp_2016,unemployment_(%)_2021,0.071877733
health_expenditure_%_of_gdp_2016,%_of_population_in_extreme_poverty_latest_year,-0.320453922
health_expenditure_%_of_gdp_2016,%_of_population_with_access_to_electricity_2020,0.252450672
health_expenditure_%_of_gdp_2016,political_rights_score__2018,0.378624248
health_expenditure_%_of_gdp_2016,political_rights_score__2022,0.399711573
health_expenditure_%_of_gdp_2016,civil_liberties_score__2018,0.391724203
health_expenditure_%_of_gdp_2016,civil_liberties_score__2022,0.407558925
health_expenditure_%_of_gdp_2016,political_stability_&_absence_of_violence_2017,0.376856313
health_expenditure_%_of_gdp_2016,political_stability_&_absence_of_violence_2021,0.390540761
health_expenditure_%_of_gdp_2016,government_effectiveness_2017,0.347709379
health_expenditure_%_of_gdp_2016,government_effectiveness_2021,0.330981534
health_expenditure_%_of_gdp_2016,regulatory_quality_2017,0.273343538
health_expenditure_%_of_gdp_2016,regulatory_quality_2021,0.301957427
health_expenditure_%_of_gdp_2016,rule_of_law_2017,0.359934483
health_expenditure_%_of_gdp_2016,rule_of_law_2021,0.355194895
health_expenditure_%_of_gdp_2016,control_of_corruption_2017,0.43376271
health_expenditure_%_of_gdp_2016,control_of_corruption_2021,0.407459726
health_expenditure_%_of_gdp_2016,judicial_effectiveness_score_2018,0.316996552
health_expenditure_%_of_gdp_2016,judicial_effectiveness_score_2022,0.421299816
health_expenditure_%_of_gdp_2016,government_integrity_score_2018,0.329317316
health_expenditure_%_of_gdp_2016,government_integrity_score_2022,0.424413388
health_expenditure_%_of_gdp_2016,overall_economic_freedom_score_2017,0.158099411
health_expenditure_%_of_gdp_2016,overall_economic_freedom_score_2022,0.178403081
health_expenditure_%_of_gdp_2016,financial_freedom_score_2018,0.169038721
health_expenditure_%_of_gdp_2016,financial_freedom_score_2022,0.15457566
health_expenditure_%_of_gdp_2016,government_expenditure_(%_of_gdp)_2018,0.587813004
health_expenditure_%_of_gdp_2016,co2e_emissions_per_capita_2019,0.294336537
health_expenditure_%_of_gdp_2016,share_of_electricity_from_renewables_generation_2015,0.046446106
health_expenditure_%_of_gdp_2016,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.08208617
health_expenditure_%_of_gdp_2016,%_of_seats_held_by_women_in_national_parliaments_2017,0.273800881
health_expenditure_%_of_gdp_2016,%_of_seats_held_by_women_in_national_parliaments_2018,0.327991212
health_expenditure_%_of_gdp_2016,%_of_seats_held_by_women_in_national_parliaments_2021,0.302245454
health_expenditure_%_of_gdp_2016,military_spending_as_%_of_gdp_2021,0.015684074
health_expenditure_%_of_gdp_2016,military_spending_as_%_of_gdp_2019,-0.052158551
health_expenditure_%_of_gdp_2017,population_2018,-0.092655439
health_expenditure_%_of_gdp_2017,surface_area_(km2)_2018,0.012908265
health_expenditure_%_of_gdp_2017,gini_index_varies_by_country,-0.123189495
health_expenditure_%_of_gdp_2017,happy_planet_index_2016,0.162323592
health_expenditure_%_of_gdp_2017,happy_planet_index_2019,0.15357177
health_expenditure_%_of_gdp_2017,human_development_index_2017,0.280084319
health_expenditure_%_of_gdp_2017,human_development_index_2021,0.297492764
health_expenditure_%_of_gdp_2017,sustainable_economic_development_assessment_(seda)_2018,0.296728154
health_expenditure_%_of_gdp_2017,gdp_growth_(annual_%)_2018,-0.160413091
health_expenditure_%_of_gdp_2017,gdp_growth_(annual_%)_2021_or_latest_year,0.120322366
health_expenditure_%_of_gdp_2017,gdp_($_usd_billions_ppp)_2018,0.089678309
health_expenditure_%_of_gdp_2017,gdp_($_usd_billions_ppp)_2019,0.089971369
health_expenditure_%_of_gdp_2017,gdp_($_usd_billions_ppp)_2020,0.085432794
health_expenditure_%_of_gdp_2017,gdp_($_usd_billions_ppp)_2021,0.109077916
health_expenditure_%_of_gdp_2017,gdp_per_capita_in_$_(ppp)_2018,0.229963959
health_expenditure_%_of_gdp_2017,gdp_per_capita_in_$_(ppp)_2019,0.229884623
health_expenditure_%_of_gdp_2017,gdp_per_capita_in_$_(ppp)_2020,0.233360282
health_expenditure_%_of_gdp_2017,gdp_per_capita_in_$_(ppp)_2021,0.244822124
health_expenditure_%_of_gdp_2017,economic_growth_2018,-0.134211871
health_expenditure_%_of_gdp_2017,economic_growth_2021_or_latest,0.138568729
health_expenditure_%_of_gdp_2017,health_expenditure_%_of_gdp_2014,0.863841682
health_expenditure_%_of_gdp_2017,health_expenditure_%_of_gdp_2015,0.897727801
health_expenditure_%_of_gdp_2017,health_expenditure_%_of_gdp_2016,0.954788657
health_expenditure_%_of_gdp_2017,health_expenditure_%_of_gdp_2017,1
health_expenditure_%_of_gdp_2017,health_expenditure_%_of_gdp_2018,0.94398548
health_expenditure_%_of_gdp_2017,health_expenditure_%_of_gdp_2019,0.946584546
health_expenditure_%_of_gdp_2017,health_expenditure_%_of_gdp_2020,0.888867451
health_expenditure_%_of_gdp_2017,health_expenditure_%_of_gdp_2021,0.895604396
health_expenditure_%_of_gdp_2017,health_expenditure_%_of_gdp_2021_or_latest,0.911774431
health_expenditure_%_of_gdp_2017,health_expenditure_per_person_2015,0.287520302
health_expenditure_%_of_gdp_2017,health_expenditure_per_person_2018,0.321997821
health_expenditure_%_of_gdp_2017,health_expenditure_per_person_2019,0.316721776
health_expenditure_%_of_gdp_2017,infant_mortality_2020,-0.001541241
health_expenditure_%_of_gdp_2017,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",-0.277468387
health_expenditure_%_of_gdp_2017,education_expenditure_%_of_gdp_2014,0.787023103
health_expenditure_%_of_gdp_2017,education_expenditure_%_of_gdp_2018,0.933352416
health_expenditure_%_of_gdp_2017,education_expenditure_%_of_gdp_2021_or_latest_year,0.893942131
health_expenditure_%_of_gdp_2017,education_as_%_of_gdp_2018,0.942407328
health_expenditure_%_of_gdp_2017,education_as_%_of_gdp_2021_or_latest,0.899523373
health_expenditure_%_of_gdp_2017,%_of_primary_school_aged_kids_out_of_school_2018,-0.266127983
health_expenditure_%_of_gdp_2017,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,-0.306383504
health_expenditure_%_of_gdp_2017,unemployment_(%)_2018,0.186507806
health_expenditure_%_of_gdp_2017,unemployment_(%)_2021,0.105210492
health_expenditure_%_of_gdp_2017,%_of_population_in_extreme_poverty_latest_year,-0.228441263
health_expenditure_%_of_gdp_2017,%_of_population_with_access_to_electricity_2020,0.155301216
health_expenditure_%_of_gdp_2017,political_rights_score__2018,0.315323378
health_expenditure_%_of_gdp_2017,political_rights_score__2022,0.336555661
health_expenditure_%_of_gdp_2017,civil_liberties_score__2018,0.32079408
health_expenditure_%_of_gdp_2017,civil_liberties_score__2022,0.334568929
health_expenditure_%_of_gdp_2017,political_stability_&_absence_of_violence_2017,0.287434912
health_expenditure_%_of_gdp_2017,political_stability_&_absence_of_violence_2021,0.29023642
health_expenditure_%_of_gdp_2017,government_effectiveness_2017,0.277731549
health_expenditure_%_of_gdp_2017,government_effectiveness_2021,0.268581553
health_expenditure_%_of_gdp_2017,regulatory_quality_2017,0.210954523
health_expenditure_%_of_gdp_2017,regulatory_quality_2021,0.236843497
health_expenditure_%_of_gdp_2017,rule_of_law_2017,0.310684105
health_expenditure_%_of_gdp_2017,rule_of_law_2021,0.29521568
health_expenditure_%_of_gdp_2017,control_of_corruption_2017,0.390839078
health_expenditure_%_of_gdp_2017,control_of_corruption_2021,0.360798307
health_expenditure_%_of_gdp_2017,judicial_effectiveness_score_2018,0.275031654
health_expenditure_%_of_gdp_2017,judicial_effectiveness_score_2022,0.350292411
health_expenditure_%_of_gdp_2017,government_integrity_score_2018,0.276517173
health_expenditure_%_of_gdp_2017,government_integrity_score_2022,0.382655871
health_expenditure_%_of_gdp_2017,overall_economic_freedom_score_2017,0.12262637
health_expenditure_%_of_gdp_2017,overall_economic_freedom_score_2022,0.126277314
health_expenditure_%_of_gdp_2017,financial_freedom_score_2018,0.124860382
health_expenditure_%_of_gdp_2017,financial_freedom_score_2022,0.114348276
health_expenditure_%_of_gdp_2017,government_expenditure_(%_of_gdp)_2018,0.515262767
health_expenditure_%_of_gdp_2017,co2e_emissions_per_capita_2019,0.213311097
health_expenditure_%_of_gdp_2017,share_of_electricity_from_renewables_generation_2015,0.061723716
health_expenditure_%_of_gdp_2017,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.088090089
health_expenditure_%_of_gdp_2017,%_of_seats_held_by_women_in_national_parliaments_2017,0.28807689
health_expenditure_%_of_gdp_2017,%_of_seats_held_by_women_in_national_parliaments_2018,0.334253642
health_expenditure_%_of_gdp_2017,%_of_seats_held_by_women_in_national_parliaments_2021,0.31430868
health_expenditure_%_of_gdp_2017,military_spending_as_%_of_gdp_2021,0.08765653
health_expenditure_%_of_gdp_2017,military_spending_as_%_of_gdp_2019,0.063569759
health_expenditure_%_of_gdp_2018,population_2018,-0.105205021
health_expenditure_%_of_gdp_2018,surface_area_(km2)_2018,0.022651307
health_expenditure_%_of_gdp_2018,gini_index_varies_by_country,-0.155761881
health_expenditure_%_of_gdp_2018,happy_planet_index_2016,0.140233049
health_expenditure_%_of_gdp_2018,happy_planet_index_2019,0.103839944
health_expenditure_%_of_gdp_2018,human_development_index_2017,0.26879921
health_expenditure_%_of_gdp_2018,human_development_index_2021,0.275015891
health_expenditure_%_of_gdp_2018,sustainable_economic_development_assessment_(seda)_2018,0.2955216
health_expenditure_%_of_gdp_2018,gdp_growth_(annual_%)_2018,-0.199704871
health_expenditure_%_of_gdp_2018,gdp_growth_(annual_%)_2021_or_latest_year,0.118005908
health_expenditure_%_of_gdp_2018,gdp_($_usd_billions_ppp)_2018,0.072751402
health_expenditure_%_of_gdp_2018,gdp_($_usd_billions_ppp)_2019,0.072066441
health_expenditure_%_of_gdp_2018,gdp_($_usd_billions_ppp)_2020,0.067365898
health_expenditure_%_of_gdp_2018,gdp_($_usd_billions_ppp)_2021,0.090130117
health_expenditure_%_of_gdp_2018,gdp_per_capita_in_$_(ppp)_2018,0.217571161
health_expenditure_%_of_gdp_2018,gdp_per_capita_in_$_(ppp)_2019,0.215991081
health_expenditure_%_of_gdp_2018,gdp_per_capita_in_$_(ppp)_2020,0.219750582
health_expenditure_%_of_gdp_2018,gdp_per_capita_in_$_(ppp)_2021,0.235599447
health_expenditure_%_of_gdp_2018,economic_growth_2018,-0.129808639
health_expenditure_%_of_gdp_2018,economic_growth_2021_or_latest,0.137176095
health_expenditure_%_of_gdp_2018,health_expenditure_%_of_gdp_2014,0.867694729
health_expenditure_%_of_gdp_2018,health_expenditure_%_of_gdp_2015,0.880297977
health_expenditure_%_of_gdp_2018,health_expenditure_%_of_gdp_2016,0.913721894
health_expenditure_%_of_gdp_2018,health_expenditure_%_of_gdp_2017,0.94398548
health_expenditure_%_of_gdp_2018,health_expenditure_%_of_gdp_2018,1
health_expenditure_%_of_gdp_2018,health_expenditure_%_of_gdp_2019,0.95968488
health_expenditure_%_of_gdp_2018,health_expenditure_%_of_gdp_2020,0.885641213
health_expenditure_%_of_gdp_2018,health_expenditure_%_of_gdp_2021,0.965034965
health_expenditure_%_of_gdp_2018,health_expenditure_%_of_gdp_2021_or_latest,0.944096179
health_expenditure_%_of_gdp_2018,health_expenditure_per_person_2015,0.291654513
health_expenditure_%_of_gdp_2018,health_expenditure_per_person_2018,0.319669371
health_expenditure_%_of_gdp_2018,health_expenditure_per_person_2019,0.314753668
health_expenditure_%_of_gdp_2018,infant_mortality_2020,-0.00517412
health_expenditure_%_of_gdp_2018,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",-0.297660641
health_expenditure_%_of_gdp_2018,education_expenditure_%_of_gdp_2014,0.74341448
health_expenditure_%_of_gdp_2018,education_expenditure_%_of_gdp_2018,0.990944978
health_expenditure_%_of_gdp_2018,education_expenditure_%_of_gdp_2021_or_latest_year,0.923729893
health_expenditure_%_of_gdp_2018,education_as_%_of_gdp_2018,1
health_expenditure_%_of_gdp_2018,education_as_%_of_gdp_2021_or_latest,0.92494124
health_expenditure_%_of_gdp_2018,%_of_primary_school_aged_kids_out_of_school_2018,-0.264074407
