country,iso_country_code_2018,metric,value
Brazil,BRA,education_as_%_of_gdp_2018,6.088510036
Brazil,BRA,%_of_primary_school_aged_kids_out_of_school_2018,0.519060016
Brazil,BRA,unemployment_(%)_2018,11.5
Brazil,BRA,unemployment_(%)_2021,14.40299988
Brazil,BRA,%_of_population_in_extreme_poverty_latest_year,0.7
Brazil,BRA,%_of_population_with_access_to_electricity_2020,100
Brazil,BRA,political_rights_score__2018,31
Brazil,BRA,political_rights_score__2022,31
Brazil,BRA,civil_liberties_score__2018,47
Brazil,BRA,civil_liberties_score__2022,42
Brazil,BRA,political_stability_&_absence_of_violence_2017,-0.41
Brazil,BRA,political_stability_&_absence_of_violence_2021,-0.485006988
Brazil,BRA,government_effectiveness_2017,-0.29
Brazil,BRA,government_effectiveness_2021,-0.460291952
Brazil,BRA,regulatory_quality_2017,-0.11
Brazil,BRA,regulatory_quality_2021,-0.110795245
Brazil,BRA,rule_of_law_2017,-0.28
Brazil,BRA,rule_of_law_2021,-0.280396819
Brazil,BRA,control_of_corruption_2017,-0.53
Brazil,BRA,control_of_corruption_2021,-0.477816075
Brazil,BRA,judicial_effectiveness_score_2018,55.5
Brazil,BRA,judicial_effectiveness_score_2022,57.2
Brazil,BRA,government_integrity_score_2018,31.4
Brazil,BRA,government_integrity_score_2022,40
Brazil,BRA,overall_economic_freedom_score_2017,51.4
Brazil,BRA,overall_economic_freedom_score_2022,53.3
Brazil,BRA,financial_freedom_score_2018,50
Brazil,BRA,financial_freedom_score_2022,50
Brazil,BRA,government_expenditure_(%_of_gdp)_2018,40.5
Brazil,BRA,co2e_emissions_per_capita_2019,2.057810839
Brazil,BRA,share_of_electricity_from_renewables_generation_2015,0.75
Brazil,BRA,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.859559309
Brazil,BRA,%_of_seats_held_by_women_in_national_parliaments_2017,10.7
Brazil,BRA,%_of_seats_held_by_women_in_national_parliaments_2018,15.00974659
Brazil,BRA,%_of_seats_held_by_women_in_national_parliaments_2021,15.20467836
Brazil,BRA,military_spending_as_%_of_gdp_2021,0.011908098
Brazil,BRA,military_spending_as_%_of_gdp_2019,0.015
Brunei,BRN,population_2018,400000
Brunei,BRN,surface_area_(km2)_2018,5265
Brunei,BRN,human_development_index_2017,0.853
Brunei,BRN,human_development_index_2021,0.829
Brunei,BRN,sustainable_economic_development_assessment_(seda)_2018,72.5
Brunei,BRN,gdp_growth_(annual_%)_2018,-0.2
Brunei,BRN,gdp_growth_(annual_%)_2021_or_latest_year,-1.605545148
Brunei,BRN,gdp_($_usd_billions_ppp)_2018,25.90454465
Brunei,BRN,gdp_($_usd_billions_ppp)_2019,26.90681994
Brunei,BRN,gdp_($_usd_billions_ppp)_2020,27.21182848
Brunei,BRN,gdp_($_usd_billions_ppp)_2021,26.77493029
Brunei,BRN,gdp_per_capita_in_$_(ppp)_2018,61831.88885
Brunei,BRN,gdp_per_capita_in_$_(ppp)_2019,64718.8325
Brunei,BRN,gdp_per_capita_in_$_(ppp)_2020,65607.35075
Brunei,BRN,gdp_per_capita_in_$_(ppp)_2021,66619.87094
Brunei,BRN,economic_growth_2018,0.052237791
Brunei,BRN,economic_growth_2021_or_latest,-1.605545148
Brunei,BRN,health_expenditure_%_of_gdp_2014,3.353189945
Brunei,BRN,health_expenditure_%_of_gdp_2016,4.425409794
Brunei,BRN,health_expenditure_per_person_2015,2083
Brunei,BRN,health_expenditure_per_person_2018,763.1456909
Brunei,BRN,health_expenditure_per_person_2019,671.5626831
Brunei,BRN,infant_mortality_2020,23.2
Brunei,BRN,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",10
Brunei,BRN,education_expenditure_%_of_gdp_2014,3.353189945
Brunei,BRN,%_of_primary_school_aged_kids_out_of_school_2018,0.770210028
Brunei,BRN,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,1.681169987
Brunei,BRN,unemployment_(%)_2018,2
Brunei,BRN,unemployment_(%)_2021,7.649000168
Brunei,BRN,%_of_population_with_access_to_electricity_2020,100
Brunei,BRN,political_rights_score__2018,6
Brunei,BRN,political_rights_score__2022,7
Brunei,BRN,civil_liberties_score__2018,22
Brunei,BRN,civil_liberties_score__2022,21
Brunei,BRN,political_stability_&_absence_of_violence_2017,1.19
Brunei,BRN,political_stability_&_absence_of_violence_2021,1.168643951
Brunei,BRN,government_effectiveness_2017,1.14
Brunei,BRN,government_effectiveness_2021,1.454833269
Brunei,BRN,regulatory_quality_2017,0.72
Brunei,BRN,regulatory_quality_2021,0.993437648
Brunei,BRN,rule_of_law_2017,0.65
Brunei,BRN,rule_of_law_2021,0.890205741
Brunei,BRN,control_of_corruption_2017,0.71
Brunei,BRN,control_of_corruption_2021,1.25
Brunei,BRN,judicial_effectiveness_score_2018,57.1
Brunei,BRN,judicial_effectiveness_score_2022,51.6
Brunei,BRN,government_integrity_score_2018,45.4
Brunei,BRN,government_integrity_score_2022,61.1
Brunei,BRN,overall_economic_freedom_score_2017,64.2
Brunei,BRN,overall_economic_freedom_score_2022,64.8
Brunei,BRN,financial_freedom_score_2018,50
Brunei,BRN,financial_freedom_score_2022,50
Brunei,BRN,government_expenditure_(%_of_gdp)_2018,37.5
Brunei,BRN,co2e_emissions_per_capita_2019,16.13215855
Brunei,BRN,share_of_electricity_from_renewables_generation_2015,0.001
Brunei,BRN,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.0004313
Brunei,BRN,%_of_seats_held_by_women_in_national_parliaments_2017,9.1
Brunei,BRN,%_of_seats_held_by_women_in_national_parliaments_2018,9.090909091
Brunei,BRN,%_of_seats_held_by_women_in_national_parliaments_2021,9.090909091
Brunei,BRN,military_spending_as_%_of_gdp_2021,0.032622296
Brunei,BRN,military_spending_as_%_of_gdp_2019,0.033
Bulgaria,BGR,population_2018,7000000
Bulgaria,BGR,surface_area_(km2)_2018,108489
Bulgaria,BGR,gini_index_varies_by_country,40.2
Bulgaria,BGR,happy_planet_index_2016,20.4
Bulgaria,BGR,happy_planet_index_2019,40.1
Bulgaria,BGR,human_development_index_2017,0.813
Bulgaria,BGR,human_development_index_2021,0.795
Bulgaria,BGR,sustainable_economic_development_assessment_(seda)_2018,59.9
Bulgaria,BGR,gdp_growth_(annual_%)_2018,3
Bulgaria,BGR,gdp_growth_(annual_%)_2021_or_latest_year,4.177873584
Bulgaria,BGR,gdp_($_usd_billions_ppp)_2018,155.9986094
Bulgaria,BGR,gdp_($_usd_billions_ppp)_2019,162.2971969
Bulgaria,BGR,gdp_($_usd_billions_ppp)_2020,155.1769757
Bulgaria,BGR,gdp_($_usd_billions_ppp)_2021,161.6600735
Bulgaria,BGR,gdp_per_capita_in_$_(ppp)_2018,23016.09064
Bulgaria,BGR,gdp_per_capita_in_$_(ppp)_2019,24497.62727
Bulgaria,BGR,gdp_per_capita_in_$_(ppp)_2020,24564.43768
Bulgaria,BGR,gdp_per_capita_in_$_(ppp)_2021,26705.43886
Bulgaria,BGR,economic_growth_2018,2.684576131
Bulgaria,BGR,economic_growth_2021_or_latest,4.177873584
Bulgaria,BGR,health_expenditure_%_of_gdp_2017,4.075270176
Bulgaria,BGR,health_expenditure_per_person_2015,1492
Bulgaria,BGR,health_expenditure_per_person_2018,689.9053955
Bulgaria,BGR,health_expenditure_per_person_2019,697.8963623
Bulgaria,BGR,infant_mortality_2020,5.8
Bulgaria,BGR,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",320
Bulgaria,BGR,%_of_primary_school_aged_kids_out_of_school_2018,13.30496025
Bulgaria,BGR,unemployment_(%)_2018,8
Bulgaria,BGR,unemployment_(%)_2021,5.423999786
Bulgaria,BGR,%_of_population_in_extreme_poverty_latest_year,0.3
Bulgaria,BGR,%_of_population_with_access_to_electricity_2020,99.69999695
Bulgaria,BGR,political_rights_score__2018,33
Bulgaria,BGR,political_rights_score__2022,33
Bulgaria,BGR,civil_liberties_score__2018,47
Bulgaria,BGR,civil_liberties_score__2022,46
Bulgaria,BGR,political_stability_&_absence_of_violence_2017,0.37
Bulgaria,BGR,political_stability_&_absence_of_violence_2021,0.458269119
Bulgaria,BGR,government_effectiveness_2017,0.26
Bulgaria,BGR,government_effectiveness_2021,-0.139183074
Bulgaria,BGR,regulatory_quality_2017,0.63
Bulgaria,BGR,regulatory_quality_2021,0.448316187
Bulgaria,BGR,rule_of_law_2017,-0.04
Bulgaria,BGR,rule_of_law_2021,-0.043917593
Bulgaria,BGR,control_of_corruption_2017,-0.16
Bulgaria,BGR,control_of_corruption_2021,-0.235711768
Bulgaria,BGR,judicial_effectiveness_score_2018,42.5
Bulgaria,BGR,judicial_effectiveness_score_2022,61.1
Bulgaria,BGR,government_integrity_score_2018,38.2
Bulgaria,BGR,government_integrity_score_2022,45.6
Bulgaria,BGR,overall_economic_freedom_score_2017,68.3
Bulgaria,BGR,overall_economic_freedom_score_2022,71
Bulgaria,BGR,financial_freedom_score_2018,60
Bulgaria,BGR,financial_freedom_score_2022,60
Bulgaria,BGR,government_expenditure_(%_of_gdp)_2018,36.3
Bulgaria,BGR,co2e_emissions_per_capita_2019,5.61085728
Bulgaria,BGR,share_of_electricity_from_renewables_generation_2015,0.188
Bulgaria,BGR,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.21075184
Bulgaria,BGR,%_of_seats_held_by_women_in_national_parliaments_2017,23.8
Bulgaria,BGR,%_of_seats_held_by_women_in_national_parliaments_2018,23.75
Bulgaria,BGR,%_of_seats_held_by_women_in_national_parliaments_2021,23.75
Bulgaria,BGR,military_spending_as_%_of_gdp_2021,0.01594889
Bulgaria,BGR,military_spending_as_%_of_gdp_2019,0.032
Burkina Faso,BFA,population_2018,19000000
Burkina Faso,BFA,surface_area_(km2)_2018,273800
Burkina Faso,BFA,gini_index_varies_by_country,39.5
Burkina Faso,BFA,happy_planet_index_2016,17.9
Burkina Faso,BFA,happy_planet_index_2019,41.5
Burkina Faso,BFA,human_development_index_2017,0.423
Burkina Faso,BFA,human_development_index_2021,0.449
Burkina Faso,BFA,sustainable_economic_development_assessment_(seda)_2018,33.4
Burkina Faso,BFA,gdp_growth_(annual_%)_2018,4
Burkina Faso,BFA,gdp_growth_(annual_%)_2021_or_latest_year,6.906341673
Burkina Faso,BFA,gdp_($_usd_billions_ppp)_2018,41.82992927
Burkina Faso,BFA,gdp_($_usd_billions_ppp)_2019,44.20926381
Burkina Faso,BFA,gdp_($_usd_billions_ppp)_2020,45.06264623
Burkina Faso,BFA,gdp_($_usd_billions_ppp)_2021,48.17482655
Burkina Faso,BFA,gdp_per_capita_in_$_(ppp)_2018,2168.408706
Burkina Faso,BFA,gdp_per_capita_in_$_(ppp)_2019,2267.320963
Burkina Faso,BFA,gdp_per_capita_in_$_(ppp)_2020,2273.831365
Burkina Faso,BFA,gdp_per_capita_in_$_(ppp)_2021,2461.942845
Burkina Faso,BFA,economic_growth_2018,6.604569068
Burkina Faso,BFA,economic_growth_2021_or_latest,6.906341673
Burkina Faso,BFA,health_expenditure_%_of_gdp_2014,4.053299904
Burkina Faso,BFA,health_expenditure_%_of_gdp_2015,3.67008996
Burkina Faso,BFA,health_expenditure_%_of_gdp_2017,5.628469944
Burkina Faso,BFA,health_expenditure_%_of_gdp_2018,5.488609791
Burkina Faso,BFA,health_expenditure_%_of_gdp_2019,5.696845055
Burkina Faso,BFA,health_expenditure_%_of_gdp_2020,5.519075871
Burkina Faso,BFA,health_expenditure_%_of_gdp_2021_or_latest,5.52
Burkina Faso,BFA,health_expenditure_per_person_2015,96
Burkina Faso,BFA,health_expenditure_per_person_2018,40.26911545
Burkina Faso,BFA,health_expenditure_per_person_2019,42.3445282
Burkina Faso,BFA,infant_mortality_2020,24.3
Burkina Faso,BFA,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",548
Burkina Faso,BFA,education_expenditure_%_of_gdp_2014,4.559939861
Burkina Faso,BFA,education_expenditure_%_of_gdp_2018,5.488609791
Burkina Faso,BFA,education_expenditure_%_of_gdp_2021_or_latest_year,5.519075871
Burkina Faso,BFA,education_as_%_of_gdp_2018,5.488609791
Burkina Faso,BFA,education_as_%_of_gdp_2021_or_latest,5.52
Burkina Faso,BFA,%_of_primary_school_aged_kids_out_of_school_2018,20.65831947
Burkina Faso,BFA,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,24.50433922
Burkina Faso,BFA,unemployment_(%)_2018,3
Burkina Faso,BFA,unemployment_(%)_2021,4.757999897
Burkina Faso,BFA,%_of_population_in_extreme_poverty_latest_year,8.4
Burkina Faso,BFA,%_of_population_with_access_to_electricity_2020,18.95723915
Burkina Faso,BFA,political_rights_score__2018,23
Burkina Faso,BFA,political_rights_score__2022,23
Burkina Faso,BFA,civil_liberties_score__2018,37
Burkina Faso,BFA,civil_liberties_score__2022,30
Burkina Faso,BFA,political_stability_&_absence_of_violence_2017,-0.92
Burkina Faso,BFA,political_stability_&_absence_of_violence_2021,-1.63874197
Burkina Faso,BFA,government_effectiveness_2017,-0.59
Burkina Faso,BFA,government_effectiveness_2021,-0.726333022
Burkina Faso,BFA,regulatory_quality_2017,-0.44
Burkina Faso,BFA,regulatory_quality_2021,-0.46693927
Burkina Faso,BFA,rule_of_law_2017,-0.4
Burkina Faso,BFA,rule_of_law_2021,-0.438472688
Burkina Faso,BFA,control_of_corruption_2017,-0.11
Burkina Faso,BFA,control_of_corruption_2021,-0.059376009
Burkina Faso,BFA,judicial_effectiveness_score_2018,47.1
Burkina Faso,BFA,judicial_effectiveness_score_2022,36.3
Burkina Faso,BFA,government_integrity_score_2018,31.8
Burkina Faso,BFA,government_integrity_score_2022,41.4
Burkina Faso,BFA,overall_economic_freedom_score_2017,60
Burkina Faso,BFA,overall_economic_freedom_score_2022,58.3
Burkina Faso,BFA,financial_freedom_score_2018,40
Burkina Faso,BFA,financial_freedom_score_2022,40
Burkina Faso,BFA,government_expenditure_(%_of_gdp)_2018,23.3
Burkina Faso,BFA,co2e_emissions_per_capita_2019,0.246046246
Burkina Faso,BFA,share_of_electricity_from_renewables_generation_2015,0.099
Burkina Faso,BFA,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.124527952
Burkina Faso,BFA,%_of_seats_held_by_women_in_national_parliaments_2017,11
Burkina Faso,BFA,%_of_seats_held_by_women_in_national_parliaments_2018,11.02362205
Burkina Faso,BFA,%_of_seats_held_by_women_in_national_parliaments_2021,6.299212598
Burkina Faso,BFA,military_spending_as_%_of_gdp_2021,0.028911338
Burkina Faso,BFA,military_spending_as_%_of_gdp_2019,0.024
Burundi,BDI,population_2018,11000000
Burundi,BDI,surface_area_(km2)_2018,25680
Burundi,BDI,gini_index_varies_by_country,42.4
Burundi,BDI,happy_planet_index_2016,15.6
Burundi,BDI,happy_planet_index_2019,37.7
Burundi,BDI,human_development_index_2017,0.417
Burundi,BDI,human_development_index_2021,0.426
Burundi,BDI,sustainable_economic_development_assessment_(seda)_2018,28.3
Burundi,BDI,gdp_growth_(annual_%)_2018,-4.1
Burundi,BDI,gdp_growth_(annual_%)_2021_or_latest_year,1.795299998
Burundi,BDI,gdp_($_usd_billions_ppp)_2018,8.510320913
Burundi,BDI,gdp_($_usd_billions_ppp)_2019,8.664576039
Burundi,BDI,gdp_($_usd_billions_ppp)_2020,8.692922797
Burundi,BDI,gdp_($_usd_billions_ppp)_2021,8.848986839
Burundi,BDI,gdp_per_capita_in_$_(ppp)_2018,779.7170375
Burundi,BDI,gdp_per_capita_in_$_(ppp)_2019,783.1577656
Burundi,BDI,gdp_per_capita_in_$_(ppp)_2020,771.1012372
Burundi,BDI,gdp_per_capita_in_$_(ppp)_2021,793.2364344
Burundi,BDI,economic_growth_2018,1.609935421
Burundi,BDI,economic_growth_2021_or_latest,1.795299998
Burundi,BDI,health_expenditure_%_of_gdp_2014,6.784520149
Burundi,BDI,health_expenditure_%_of_gdp_2015,6.370540142
Burundi,BDI,health_expenditure_%_of_gdp_2016,4.691999912
Burundi,BDI,health_expenditure_%_of_gdp_2017,4.762020111
Burundi,BDI,health_expenditure_%_of_gdp_2018,5.078649998
Burundi,BDI,health_expenditure_%_of_gdp_2019,5.346684456
Burundi,BDI,health_expenditure_%_of_gdp_2020,5.040983677
Burundi,BDI,health_expenditure_%_of_gdp_2021_or_latest,5.04
Burundi,BDI,health_expenditure_per_person_2015,64
Burundi,BDI,health_expenditure_per_person_2018,22.40539742
Burundi,BDI,health_expenditure_per_person_2019,20.56754112
Burundi,BDI,infant_mortality_2020,3.4
Burundi,BDI,education_expenditure_%_of_gdp_2018,5.078649998
Burundi,BDI,education_expenditure_%_of_gdp_2021_or_latest_year,5.040983677
Burundi,BDI,education_as_%_of_gdp_2018,5.078649998
Burundi,BDI,education_as_%_of_gdp_2021_or_latest,5.04
Burundi,BDI,%_of_primary_school_aged_kids_out_of_school_2018,6.390890121
Burundi,BDI,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,10.11093998
Burundi,BDI,unemployment_(%)_2018,1.6
Burundi,BDI,unemployment_(%)_2021,1.792000055
Burundi,BDI,%_of_population_with_access_to_electricity_2020,11.73555565
Burundi,BDI,political_rights_score__2018,4
Burundi,BDI,political_rights_score__2022,4
Burundi,BDI,civil_liberties_score__2018,14
Burundi,BDI,civil_liberties_score__2022,10
Burundi,BDI,political_stability_&_absence_of_violence_2017,-1.97
Burundi,BDI,political_stability_&_absence_of_violence_2021,-1.363979816
Burundi,BDI,government_effectiveness_2017,-1.34
Burundi,BDI,government_effectiveness_2021,-1.331090689
Burundi,BDI,regulatory_quality_2017,-0.84
Burundi,BDI,regulatory_quality_2021,-0.984301567
Burundi,BDI,rule_of_law_2017,-1.4
Burundi,BDI,rule_of_law_2021,-1.29398632
Burundi,BDI,control_of_corruption_2017,-1.28
Burundi,BDI,control_of_corruption_2021,-1.580753326
Burundi,BDI,judicial_effectiveness_score_2018,21.7
Burundi,BDI,judicial_effectiveness_score_2022,7.1
Burundi,BDI,government_integrity_score_2018,26.2
Burundi,BDI,government_integrity_score_2022,12.2
Burundi,BDI,overall_economic_freedom_score_2017,50.9
Burundi,BDI,overall_economic_freedom_score_2022,39.4
Burundi,BDI,financial_freedom_score_2018,30
Burundi,BDI,financial_freedom_score_2022,30
Burundi,BDI,government_expenditure_(%_of_gdp)_2018,26.7
Burundi,BDI,co2e_emissions_per_capita_2019,0.062442671
Burundi,BDI,share_of_electricity_from_renewables_generation_2015,0.87
Burundi,BDI,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.655356652
Burundi,BDI,%_of_seats_held_by_women_in_national_parliaments_2017,36.4
Burundi,BDI,%_of_seats_held_by_women_in_national_parliaments_2018,36.36363636
Burundi,BDI,%_of_seats_held_by_women_in_national_parliaments_2021,38.21138211
Burundi,BDI,military_spending_as_%_of_gdp_2021,0.019228018
Burundi,BDI,military_spending_as_%_of_gdp_2019,0.018
Cabo Verde,CPV,population_2018,500000
Cabo Verde,CPV,surface_area_(km2)_2018,4033
Cabo Verde,CPV,human_development_index_2017,0.654
Cabo Verde,CPV,human_development_index_2021,0.662
Cabo Verde,CPV,gdp_growth_(annual_%)_2018,1.8
Cabo Verde,CPV,gdp_growth_(annual_%)_2021_or_latest_year,6.952448694
Cabo Verde,CPV,gdp_($_usd_billions_ppp)_2018,3.732496854
Cabo Verde,CPV,gdp_($_usd_billions_ppp)_2019,3.944045537
Cabo Verde,CPV,gdp_($_usd_billions_ppp)_2020,3.360981311
Cabo Verde,CPV,gdp_($_usd_billions_ppp)_2021,3.594651813
Cabo Verde,CPV,gdp_per_capita_in_$_(ppp)_2018,7028.171433
Cabo Verde,CPV,gdp_per_capita_in_$_(ppp)_2019,7474.510419
Cabo Verde,CPV,gdp_per_capita_in_$_(ppp)_2020,6376.122279
Cabo Verde,CPV,gdp_per_capita_in_$_(ppp)_2021,7028.046846
Cabo Verde,CPV,economic_growth_2018,4.531161684
Cabo Verde,CPV,economic_growth_2021_or_latest,6.952448694
Cabo Verde,CPV,health_expenditure_%_of_gdp_2014,4.963870049
Cabo Verde,CPV,health_expenditure_%_of_gdp_2015,5.266910076
Cabo Verde,CPV,health_expenditure_%_of_gdp_2016,5.288790226
Cabo Verde,CPV,health_expenditure_%_of_gdp_2017,5.181749821
Cabo Verde,CPV,health_expenditure_%_of_gdp_2018,5.368846893
Cabo Verde,CPV,health_expenditure_%_of_gdp_2019,4.733459949
Cabo Verde,CPV,health_expenditure_%_of_gdp_2020,7.584794998
Cabo Verde,CPV,health_expenditure_%_of_gdp_2021_or_latest,7.58
Cabo Verde,CPV,health_expenditure_per_person_2015,310
Cabo Verde,CPV,health_expenditure_per_person_2018,190.4555969
Cabo Verde,CPV,health_expenditure_per_person_2019,177.8902741
Cabo Verde,CPV,infant_mortality_2020,6.7
Cabo Verde,CPV,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",58
Cabo Verde,CPV,education_expenditure_%_of_gdp_2014,4.963870049
Cabo Verde,CPV,education_expenditure_%_of_gdp_2018,5.368846893
Cabo Verde,CPV,education_expenditure_%_of_gdp_2021_or_latest_year,7.584794998
Cabo Verde,CPV,education_as_%_of_gdp_2018,5.368846893
Cabo Verde,CPV,education_as_%_of_gdp_2021_or_latest,7.584794998
Cabo Verde,CPV,%_of_primary_school_aged_kids_out_of_school_2018,6.44506979
Cabo Verde,CPV,unemployment_(%)_2018,10.5
Cabo Verde,CPV,%_of_population_with_access_to_electricity_2020,94.16174316
Cabo Verde,CPV,political_rights_score__2018,37
Cabo Verde,CPV,political_rights_score__2022,38
Cabo Verde,CPV,civil_liberties_score__2018,53
Cabo Verde,CPV,civil_liberties_score__2022,54
Cabo Verde,CPV,political_stability_&_absence_of_violence_2017,0.9
Cabo Verde,CPV,government_effectiveness_2017,0.16
Cabo Verde,CPV,regulatory_quality_2017,-0.2
Cabo Verde,CPV,rule_of_law_2017,0.41
Cabo Verde,CPV,control_of_corruption_2017,0.84
Cabo Verde,CPV,judicial_effectiveness_score_2018,52
Cabo Verde,CPV,judicial_effectiveness_score_2022,77.4
Cabo Verde,CPV,government_integrity_score_2018,42.8
Cabo Verde,CPV,government_integrity_score_2022,60.9
Cabo Verde,CPV,overall_economic_freedom_score_2017,60
Cabo Verde,CPV,overall_economic_freedom_score_2022,66.7
Cabo Verde,CPV,financial_freedom_score_2018,60
Cabo Verde,CPV,financial_freedom_score_2022,60
Cabo Verde,CPV,government_expenditure_(%_of_gdp)_2018,30.8
Cabo Verde,CPV,co2e_emissions_per_capita_2019,1.181955675
Cabo Verde,CPV,share_of_electricity_from_renewables_generation_2015,0.307
Cabo Verde,CPV,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.189765458
Cabo Verde,CPV,%_of_seats_held_by_women_in_national_parliaments_2017,23.6
Cabo Verde,CPV,%_of_seats_held_by_women_in_national_parliaments_2018,23.61111111
Cabo Verde,CPV,%_of_seats_held_by_women_in_national_parliaments_2021,38.88888889
Cambodia,KHM,population_2018,16000000
Cambodia,KHM,surface_area_(km2)_2018,176515
Cambodia,KHM,gini_index_varies_by_country,37.9
Cambodia,KHM,happy_planet_index_2016,25.6
Cambodia,KHM,happy_planet_index_2019,48
Cambodia,KHM,human_development_index_2017,0.582
Cambodia,KHM,human_development_index_2021,0.593
Cambodia,KHM,sustainable_economic_development_assessment_(seda)_2018,38.5
Cambodia,KHM,gdp_growth_(annual_%)_2018,6.9
Cambodia,KHM,gdp_growth_(annual_%)_2021_or_latest_year,3.026389363
Cambodia,KHM,gdp_($_usd_billions_ppp)_2018,67.58839299
Cambodia,KHM,gdp_($_usd_billions_ppp)_2019,72.35615051
Cambodia,KHM,gdp_($_usd_billions_ppp)_2020,70.11599922
Cambodia,KHM,gdp_($_usd_billions_ppp)_2021,72.23798236
Cambodia,KHM,gdp_per_capita_in_$_(ppp)_2018,4258.705237
Cambodia,KHM,gdp_per_capita_in_$_(ppp)_2019,4574.028452
Cambodia,KHM,gdp_per_capita_in_$_(ppp)_2020,4423.474631
Cambodia,KHM,gdp_per_capita_in_$_(ppp)_2021,4683.004749
Cambodia,KHM,economic_growth_2018,7.469169207
Cambodia,KHM,economic_growth_2021_or_latest,3.026389363
Cambodia,KHM,health_expenditure_%_of_gdp_2014,1.909389973
Cambodia,KHM,health_expenditure_%_of_gdp_2015,2.599999905
Cambodia,KHM,health_expenditure_%_of_gdp_2016,2.799999952
Cambodia,KHM,health_expenditure_%_of_gdp_2017,3.200000048
Cambodia,KHM,health_expenditure_%_of_gdp_2018,2.162859917
Cambodia,KHM,health_expenditure_%_of_gdp_2021_or_latest,2.16
Cambodia,KHM,health_expenditure_per_person_2015,210
Cambodia,KHM,health_expenditure_per_person_2018,92.90358734
Cambodia,KHM,health_expenditure_per_person_2019,113.3104401
Cambodia,KHM,infant_mortality_2020,39.2
Cambodia,KHM,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",160
Cambodia,KHM,education_expenditure_%_of_gdp_2014,1.90083003
Cambodia,KHM,education_expenditure_%_of_gdp_2018,2.162859917
Cambodia,KHM,education_as_%_of_gdp_2018,2.162859917
Cambodia,KHM,%_of_primary_school_aged_kids_out_of_school_2018,9.309709549
Cambodia,KHM,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,10.84626007
Cambodia,KHM,unemployment_(%)_2018,0.3
Cambodia,KHM,unemployment_(%)_2021,15.42300034
Cambodia,KHM,%_of_population_with_access_to_electricity_2020,86.40000153
Cambodia,KHM,political_rights_score__2018,10
Cambodia,KHM,political_rights_score__2022,5
Cambodia,KHM,civil_liberties_score__2018,20
Cambodia,KHM,civil_liberties_score__2022,19
Cambodia,KHM,political_stability_&_absence_of_violence_2017,0.17
Cambodia,KHM,political_stability_&_absence_of_violence_2021,-0.132115364
Cambodia,KHM,government_effectiveness_2017,-0.66
Cambodia,KHM,government_effectiveness_2021,-0.422636479
Cambodia,KHM,regulatory_quality_2017,-0.5
Cambodia,KHM,regulatory_quality_2021,-0.644233465
Cambodia,KHM,rule_of_law_2017,-1.06
Cambodia,KHM,rule_of_law_2021,-0.900165737
Cambodia,KHM,control_of_corruption_2017,-1.29
Cambodia,KHM,control_of_corruption_2021,-1.176956654
Cambodia,KHM,judicial_effectiveness_score_2018,24.5
Cambodia,KHM,judicial_effectiveness_score_2022,20.9
Cambodia,KHM,government_integrity_score_2018,17.7
Cambodia,KHM,government_integrity_score_2022,12.3
Cambodia,KHM,overall_economic_freedom_score_2017,58.7
Cambodia,KHM,overall_economic_freedom_score_2022,57.1
Cambodia,KHM,financial_freedom_score_2018,50
Cambodia,KHM,financial_freedom_score_2022,50
Cambodia,KHM,government_expenditure_(%_of_gdp)_2018,21.2
Cambodia,KHM,co2e_emissions_per_capita_2019,0.98140655
Cambodia,KHM,share_of_electricity_from_renewables_generation_2015,0.477
Cambodia,KHM,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.500966437
Cambodia,KHM,%_of_seats_held_by_women_in_national_parliaments_2017,20.3
Cambodia,KHM,%_of_seats_held_by_women_in_national_parliaments_2018,20
Cambodia,KHM,%_of_seats_held_by_women_in_national_parliaments_2021,21.6
Cambodia,KHM,military_spending_as_%_of_gdp_2021,0.023163644
Cambodia,KHM,military_spending_as_%_of_gdp_2019,0.023
Cameroon,CMR,population_2018,24000000
Cameroon,CMR,surface_area_(km2)_2018,472710
Cameroon,CMR,gini_index_varies_by_country,44.6
Cameroon,CMR,happy_planet_index_2016,16.7
Cameroon,CMR,happy_planet_index_2019,39.9
Cameroon,CMR,human_development_index_2017,0.556
Cameroon,CMR,human_development_index_2021,0.576
Cameroon,CMR,sustainable_economic_development_assessment_(seda)_2018,32.1
Cameroon,CMR,gdp_growth_(annual_%)_2018,5.9
Cameroon,CMR,gdp_growth_(annual_%)_2021_or_latest_year,3.486599241
Cameroon,CMR,gdp_($_usd_billions_ppp)_2018,93.59898947
